  Lines           Copies        Function name
      159 (0.0%)      7 (0.0%)  futures_util::stream::stream::map::_::<impl futures_util::stream::stream::map::Map<St,F>>::project
      159 (0.0%)      4 (0.0%)  core::result::Result<T,E>::or_else
      159 (0.0%)      3 (0.0%)  serde::ser::Serializer::collect_str
      159 (0.0%)      1 (0.0%)  <tokio::sync::broadcast::Recv<T> as core::future::future::Future>::poll
      159 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<scylla::transport::topology::query_tables_schema::{{closure}}>
      159 (0.0%)      1 (0.0%)  utoipa::openapi::security::_::<impl serde::ser::Serialize for utoipa::openapi::security::AuthorizationCode>::serialize
      159 (0.0%)      1 (0.0%)  utoipa_swagger_ui::axum::serve_swagger_ui::{{closure}}
      158 (0.0%)      2 (0.0%)  <alloc::vec::Vec<T,A> as core::ops::index::Index<I>>::index
      158 (0.0%)      1 (0.0%)  <hyper::common::io::rewind::Rewind<T> as tokio::io::async_read::AsyncRead>::poll_read
      158 (0.0%)      1 (0.0%)  alloc::vec::Vec<T,A>::dedup_by
      158 (0.0%)      1 (0.0%)  alloc::vec::Vec<T,A>::drain
      157 (0.0%)     15 (0.0%)  <core::task::poll::Poll<core::result::Result<T,F>> as core::ops::try_trait::FromResidual<core::result::Result<core::convert::Infallible,E>>>::from_residual
      157 (0.0%)      1 (0.0%)  <smallvec::SmallVec<A> as core::iter::traits::collect::Extend<<A as smallvec::Array>::Item>>::extend
      157 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<stract_core::searcher::distributed::DistributedSearcher::retrieve_webpages::{{closure}}>
      157 (0.0%)      1 (0.0%)  scylla::transport::cluster::ClusterWorker::handle_use_keyspace_request::{{closure}}
      157 (0.0%)      1 (0.0%)  stract_core::crawler::worker::WorkerThread::save_datum::{{closure}}
      156 (0.0%)     13 (0.0%)  core::panicking::assert_failed
      156 (0.0%)     13 (0.0%)  core::sync::atomic::AtomicPtr<T>::load
      156 (0.0%)     13 (0.0%)  futures_util::future::future::_::<impl futures_util::future::future::Map<Fut,F>>::project
      156 (0.0%)     12 (0.0%)  <T as core::any::Any>::type_id
      156 (0.0%)      3 (0.0%)  serde::de::value::MapDeserializer<I,E>::end
      156 (0.0%)      2 (0.0%)  serde::ser::impls::<impl serde::ser::Serialize for core::net::socket_addr::SocketAddr>::serialize
      156 (0.0%)      1 (0.0%)  alloc::collections::btree::navigate::<impl alloc::collections::btree::node::Handle<alloc::collections::btree::node::NodeRef<BorrowType,K,V,alloc::collections::btree::node::marker::Leaf>,alloc::collections::btree::node::marker::Edge>>::next_back_kv
      156 (0.0%)      1 (0.0%)  axum::routing::Router<S,B>::nest
      155 (0.0%)      7 (0.0%)  stract_core::crawler::worker::WorkerThread::crawl_url::{{closure}}::{{closure}}
      155 (0.0%)      4 (0.0%)  axum::routing::Endpoint<S,B>::layer
      155 (0.0%)      1 (0.0%)  fst::raw::node::Node::compile
      155 (0.0%)      1 (0.0%)  h2::proto::ping_pong::PingPong::send_pending_ping
      154 (0.0%)     19 (0.1%)  <axum::boxed::MakeErasedHandler<H,S,B> as axum::boxed::ErasedIntoRoute<S,B,core::convert::Infallible>>::clone_box
      154 (0.0%)     14 (0.0%)  core::sync::atomic::AtomicPtr<T>::new
      154 (0.0%)      2 (0.0%)  stract_core::ranking::models::lambdamart::LambdaMART::open
      154 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<sonic::ResilientConnection<stract_core::entrypoint::crawler::router::service_impl__::RequestRef,stract_core::entrypoint::crawler::router::service_impl__::Response>::create_with_timeout<core::net::socket_addr::SocketAddr,distributed::retry_strategy::ExponentialBackoff>::{{closure}}>
      154 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<sonic::ResilientConnection<stract_core::entrypoint::webgraph_server::service_impl__::RequestRef,stract_core::entrypoint::webgraph_server::service_impl__::Response>::create_with_timeout<core::net::socket_addr::SocketAddr,core::iter::adapters::take::Take<distributed::retry_strategy::ExponentialBackoff>>::{{closure}}>
      154 (0.0%)      1 (0.0%)  serde_json::ser::format_escaped_str_contents
      153 (0.0%)     40 (0.1%)  futures_util::future::assert_future
      153 (0.0%)     17 (0.1%)  hashbrown::map::equivalent_key::{{closure}}
      153 (0.0%)      3 (0.0%)  <alloc::collections::vec_deque::iter::Iter<T> as core::iter::traits::iterator::Iterator>::try_fold
      153 (0.0%)      1 (0.0%)  <stract_core::config::_::<impl serde::de::Deserialize for stract_core::config::ApiConfig>::deserialize::__FieldVisitor as serde::de::Visitor>::visit_str
      153 (0.0%)      1 (0.0%)  stract_core::api::autosuggest::browser::{{closure}}
      152 (0.0%)      2 (0.0%)  <futures_util::stream::once::Once<Fut> as futures_core::stream::Stream>::poll_next
      152 (0.0%)      2 (0.0%)  alloc::collections::btree::map::BTreeMap<K,V,A>::range
      152 (0.0%)      2 (0.0%)  csv::writer::Writer<W>::write_record
      151 (0.0%)      1 (0.0%)  <alloc::collections::vec_deque::VecDeque<T,A> as alloc::collections::vec_deque::spec_extend::SpecExtend<T,I>>::spec_extend
      151 (0.0%)      1 (0.0%)  csv::byte_record::ByteRecord::clone_truncated
      151 (0.0%)      1 (0.0%)  scylla::transport::session::Session::await_schema_agreement::{{closure}}
      151 (0.0%)      1 (0.0%)  std::collections::hash::set::HashSet<T,S>::union
      150 (0.0%)     10 (0.0%)  <anyhow::error::ErrorImpl<E> as core::error::Error>::source
      150 (0.0%)     10 (0.0%)  <serde_path_to_error::de::MapAccess<X> as serde::de::MapAccess>::next_value_seed::{{closure}}
      150 (0.0%)     10 (0.0%)  <serde_path_to_error::de::SeqAccess<X> as serde::de::SeqAccess>::next_element_seed::{{closure}}
      150 (0.0%)     10 (0.0%)  <serde_path_to_error::de::TrackedSeed<X> as serde::de::DeserializeSeed>::deserialize::{{closure}}
      150 (0.0%)     10 (0.0%)  alloc::sync::Weak<T>::new
      150 (0.0%)     10 (0.0%)  core::sync::atomic::AtomicPtr<T>::store
      150 (0.0%)      6 (0.0%)  tokio::runtime::scheduler::current_thread::CoreGuard::block_on
      150 (0.0%)      5 (0.0%)  <tower::util::map_err::MapErrLayer<F> as tower_layer::Layer<S>>::layer
      150 (0.0%)      5 (0.0%)  futures_util::stream::stream::collect::Collect<St,C>::new
      150 (0.0%)      5 (0.0%)  futures_util::stream::try_stream::try_collect::TryCollect<St,C>::new
      150 (0.0%)      5 (0.0%)  hashbrown::raw::RawTable<T,A>::erase_no_drop
      150 (0.0%)      3 (0.0%)  stract_core::entrypoint::search_server::service_impl__::_::<impl serde::ser::Serialize for stract_core::entrypoint::search_server::service_impl__::Response>::serialize
      150 (0.0%)      1 (0.0%)  <stract_core::config::_::<impl serde::de::Deserialize for stract_core::config::CrawlRouterConfig>::deserialize::__Visitor as serde::de::Visitor>::visit_seq
      149 (0.0%)     37 (0.1%)  <T as core::convert::From<T>>::from
      149 (0.0%)      3 (0.0%)  <alloc::boxed::Box<F,A> as core::ops::function::FnOnce<Args>>::call_once
      149 (0.0%)      2 (0.0%)  axum::routing::Fallback<S,B,E>::with_state
      148 (0.0%)      4 (0.0%)  core::iter::traits::iterator::Iterator::count::{{closure}}
      148 (0.0%)      4 (0.0%)  stract_core::searcher::api::ApiSearcher::check_bangs::{{closure}}::{{closure}}
      148 (0.0%)      3 (0.0%)  <core::iter::adapters::enumerate::Enumerate<I> as core::iter::traits::iterator::Iterator>::fold::enumerate::{{closure}}
      148 (0.0%)      2 (0.0%)  <tracing_subscriber::layer::layered::Layered<L,S> as tracing_core::subscriber::Subscriber>::try_close
      148 (0.0%)      1 (0.0%)  alloc::collections::btree::search::<impl alloc::collections::btree::node::NodeRef<BorrowType,K,V,Type>>::find_upper_bound_index
      148 (0.0%)      1 (0.0%)  tokio::sync::mpsc::chan::Tx<T,S>::closed::{{closure}}
      148 (0.0%)      1 (0.0%)  tokio::sync::watch::Sender<T>::send_if_modified
      147 (0.0%)     13 (0.0%)  pin_project_lite::__private::UnsafeOverwriteGuard<T>::new
      147 (0.0%)      9 (0.0%)  <core::result::Result<T,E> as core::ops::try_trait::Try>::from_output
      147 (0.0%)      1 (0.0%)  <axum::response::sse::Body<S> as http_body::Body>::poll_data
      147 (0.0%)      1 (0.0%)  axum::routing::method_routing::MethodRouter<S,B,E>::merge_for_path::merge_inner
      147 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<<stract_core::api::explore::explore_export_optic as axum::handler::Handler<(axum_core::extract::private::ViaRequest,axum::json::Json<stract_core::api::explore::ExploreExportOpticParams>),alloc::sync::Arc<stract_core::api::State>>>::call::{{closure}}>
      147 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<<stract_core::api::sites::sites_export_optic as axum::handler::Handler<(axum_core::extract::private::ViaRequest,axum::json::Json<stract_core::api::sites::SitesExportOpticParams>),alloc::sync::Arc<stract_core::api::State>>>::call::{{closure}}>
      147 (0.0%)      1 (0.0%)  kv::rocksdb_store::RocksDbStore<K,V>::open
      147 (0.0%)      1 (0.0%)  tracing::span::Span::log
      146 (0.0%)      1 (0.0%)  quick_xml::reader::buffered_reader::<impl quick_xml::reader::XmlSource<&mut alloc::vec::Vec<u8>> for R>::peek_one
      145 (0.0%)     10 (0.0%)  http::extensions::Extensions::get::{{closure}}
      145 (0.0%)      5 (0.0%)  <tower::util::map_err::MapErr<S,F> as core::clone::Clone>::clone
      145 (0.0%)      1 (0.0%)  alloc::collections::btree::search::<impl alloc::collections::btree::node::NodeRef<BorrowType,K,V,Type>>::find_lower_bound_index
      144 (0.0%)     18 (0.1%)  <F as futures_core::future::TryFuture>::try_poll
      144 (0.0%)     16 (0.1%)  <&T as core::fmt::Debug>::fmt
      144 (0.0%)      7 (0.0%)  <core::result::Result<T,E> as axum_core::response::into_response::IntoResponse>::into_response
      144 (0.0%)      4 (0.0%)  <&mut bincode::de::Deserializer<R,O> as serde::de::VariantAccess>::struct_variant
      144 (0.0%)      4 (0.0%)  alloc::collections::binary_heap::BinaryHeap<T,A>::peek_mut
      144 (0.0%)      3 (0.0%)  <tracing::instrument::WithDispatch<T> as core::future::future::Future>::poll
      144 (0.0%)      1 (0.0%)  <core::iter::adapters::flatten::FlattenCompat<I,U> as core::clone::Clone>::clone
      144 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<stract_core::api::search::entity_image::{{closure}}>
      144 (0.0%)      1 (0.0%)  tracing_subscriber::fmt::format::Format<F,T>::format_timestamp
      143 (0.0%)     15 (0.0%)  serde_path_to_error::de::CaptureKey<X>::new
      143 (0.0%)      3 (0.0%)  tower_http::content_encoding::encodings::{{closure}}
      143 (0.0%)      1 (0.0%)  bytes::bytes_mut::BytesMut::freeze
      143 (0.0%)      1 (0.0%)  stract_core::crawler::warc_writer::WarcWriter::write::{{closure}}
      142 (0.0%)      6 (0.0%)  <scylla::utils::pretty::CqlValueDisplayer<C> as core::fmt::Display>::fmt::{{closure}}
      142 (0.0%)      2 (0.0%)  alloc::vec::Vec<T,A>::truncate
      141 (0.0%)      3 (0.0%)  alloc::collections::binary_heap::BinaryHeap<T,A>::pop::{{closure}}
      141 (0.0%)      2 (0.0%)  tracing_subscriber::layer::layered::Layered<A,B,S>::new
      141 (0.0%)      1 (0.0%)  axum::middleware::from_fn::Next<B>::run::{{closure}}
      141 (0.0%)      1 (0.0%)  scylla::transport::cluster::ClusterData::wait_until_all_pools_are_initialized::{{closure}}
      140 (0.0%)     14 (0.0%)  <serde::de::value::BorrowedStrDeserializer<E> as serde::de::Deserializer>::deserialize_identifier
      140 (0.0%)     10 (0.0%)  <anyhow::error::ErrorImpl<E> as core::fmt::Display>::fmt
      140 (0.0%)     10 (0.0%)  core::mem::take
      140 (0.0%)     10 (0.0%)  core::ptr::null
      140 (0.0%)     10 (0.0%)  futures_task::waker::increase_refcount
      140 (0.0%)      5 (0.0%)  alloc::slice::<impl [T]>::sort_by
      140 (0.0%)      1 (0.0%)  serde::ser::impls::format_u8
      140 (0.0%)      1 (0.0%)  serde_json::read::IoRead<R>::parse_str_bytes
      140 (0.0%)      1 (0.0%)  stract_core::api::summarize::summarize_route::{{closure}}
      139 (0.0%)      1 (0.0%)  hyper::proto::h1::role::encode_headers
      139 (0.0%)      1 (0.0%)  quick_xml::reader::Reader<R>::read_until_open
      139 (0.0%)      1 (0.0%)  stract_core::summarizer::Summarizer::open
      139 (0.0%)      1 (0.0%)  utoipa::openapi::security::_::<impl serde::ser::Serialize for utoipa::openapi::security::ClientCredentials>::serialize
      139 (0.0%)      1 (0.0%)  utoipa::openapi::security::_::<impl serde::ser::Serialize for utoipa::openapi::security::Implicit>::serialize
      139 (0.0%)      1 (0.0%)  utoipa::openapi::security::_::<impl serde::ser::Serialize for utoipa::openapi::security::Password>::serialize
      138 (0.0%)      6 (0.0%)  <core::iter::adapters::filter::Filter<I,P> as core::iter::traits::iterator::Iterator>::size_hint
      138 (0.0%)      2 (0.0%)  <core::future::ready::Ready<T> as core::future::future::Future>::poll
      138 (0.0%)      2 (0.0%)  hashbrown::raw::RawTable<T,A>::get_mut
      138 (0.0%)      2 (0.0%)  tokio::sync::mpsc::list::Rx<T>::pop
      138 (0.0%)      1 (0.0%)  <alloc::collections::binary_heap::PeekMut<T,A> as core::ops::deref::DerefMut>::deref_mut
      138 (0.0%)      1 (0.0%)  stract_core::human_website_annotations::Mapper::save
      137 (0.0%)      1 (0.0%)  <(T1,) as scylla_cql::frame::response::cql_to_rust::FromRow>::from_row
      137 (0.0%)      1 (0.0%)  <[T] as core::slice::CloneFromSpec<T>>::spec_clone_from
      137 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<scylla::transport::node::resolve_hostname::{{closure}}>
      137 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<scylla::transport::topology::query_user_defined_types::{{closure}}>
      136 (0.0%)      1 (0.0%)  <optics::_::<impl serde::de::Deserialize for optics::Rule>::deserialize::__Visitor as serde::de::Visitor>::visit_seq
      136 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<stract_core::crawler::router::Router::new::{{closure}}>
      135 (0.0%)     13 (0.0%)  <pin_project_lite::__private::UnsafeOverwriteGuard<T> as core::ops::drop::Drop>::drop
      135 (0.0%)      3 (0.0%)  <F as axum::handler::Handler<((),),S,B>>::call
      135 (0.0%)      3 (0.0%)  <core::iter::adapters::filter::Filter<I,P> as core::iter::traits::iterator::Iterator>::try_fold
      135 (0.0%)      1 (0.0%)  <serde::__private::de::content::TaggedContentVisitor<T> as serde::de::Visitor>::visit_seq
      135 (0.0%)      1 (0.0%)  <stract_core::config::_::<impl serde::de::Deserialize for stract_core::config::CrawlerConfig>::deserialize::__FieldVisitor as serde::de::Visitor>::visit_str
      135 (0.0%)      1 (0.0%)  <stract_core::config::_::<impl serde::de::Deserialize for stract_core::config::SearchServerConfig>::deserialize::__FieldVisitor as serde::de::Visitor>::visit_str
      135 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<scylla::transport::topology::query_tables::{{closure}}>
      135 (0.0%)      1 (0.0%)  core::ptr::drop_in_place<scylla::transport::topology::query_views::{{closure}}>
      134 (0.0%)      2 (0.0%)  <&mut bincode::ser::Serializer<W,O> as serde::ser::Serializer>::serialize_seq
      134 (0.0%)      2 (0.0%)  <distributed::member::_::<impl serde::de::Deserialize for distributed::member::Service>::deserialize::__Visitor as serde::de::Visitor>::visit_enum
      134 (0.0%)      2 (0.0%)  serde_json::ser::to_string
      134 (0.0%)      1 (0.0%)  csv::string_record::StringRecord::read
      134 (0.0%)      1 (0.0%)  scylla::transport::iterator::checked_channel_sender::ProvingSender<core::result::Result<scylla::transport::iterator::ReceivedPage,scylla_cql::errors::QueryError>>::send_empty_page::{{closure}}
      134 (0.0%)      1 (0.0%)  stract_core::api::autosuggest::_::<impl serde::ser::Serialize for stract_core::api::autosuggest::Suggestion>::serialize
      134 (0.0%)      1 (0.0%)  stract_core::search_prettifier::_::<impl serde::ser::Serialize for stract_core::search_prettifier::HighlightedSpellCorrection>::serialize
      134 (0.0%)      1 (0.0%)  stract_core::widgets::thesaurus::_::<impl serde::ser::Serialize for stract_core::widgets::thesaurus::PartOfSpeechMeaning>::serialize
      134 (0.0%)      1 (0.0%)  tracing_subscriber::filter::env::EnvFilter::enabled
      134 (0.0%)      1 (0.0%)  utoipa::openapi::external_docs::_::<impl serde::ser::Serialize for utoipa::openapi::external_docs::ExternalDocs>::serialize
      133 (0.0%)      7 (0.0%)  <core::slice::sort::merge_sort::BufGuard<T,ElemDeallocF> as core::ops::drop::Drop>::drop
      133 (0.0%)      7 (0.0%)  <core::slice::sort::merge_sort::RunVec<RunAllocF,RunDeallocF> as core::ops::drop::Drop>::drop
      133 (0.0%)      1 (0.0%)  <(T1,T2,R) as axum_core::response::into_response::IntoResponse>::into_response
      133 (0.0%)      1 (0.0%)  <hashbrown::raw::RawTable<T,A> as core::clone::Clone>::clone
      133 (0.0%)      1 (0.0%)  csv::writer::Writer<W>::write_field_impl
      133 (0.0%)      1 (0.0%)  fst::raw::build::Builder<W>::insert_output
      132 (0.0%)     12 (0.0%)  core::ptr::mut_ptr::<impl *mut T>::is_null
      132 (0.0%)      4 (0.0%)  <serde_json::de::UnitVariantAccess<R> as serde::de::VariantAccess>::struct_variant
      132 (0.0%)      4 (0.0%)  <toml_edit::de::value::ValueDeserializer as serde::de::Deserializer>::deserialize_option::{{closure}}
      132 (0.0%)      4 (0.0%)  futures_util::stream::futures_ordered::FuturesOrdered<Fut>::new
      132 (0.0%)      3 (0.0%)  clap_builder::builder::arg::Arg::value_parser
      132 (0.0%)      3 (0.0%)  http::response::Response<T>::map
      132 (0.0%)      1 (0.0%)  <&mut serde_json::ser::Serializer<W,F> as serde::ser::Serializer>::serialize_struct_variant
